show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,day_added,month_added,year_added,duration_minutes,duration_tvshows,content_age
80199767,Movie,Cult of Chucky,Don Mancini,Fiona Dourif,United States,2017-10-03,2017,R,90 min,Horror Movies,"Following a string of murders in the asylum where she's confined, Nica Pierce begins to wonder whether Chucky is real after all.",3,10,2017,90.0,0.0,8
80191665,Movie,Rodney Carrington: Here Comes the Truth,Brandon Jones,Rodney Carrington,United States,2017-10-03,2017,TV-MA,66 min,Stand-Up Comedy,"Raunchy country comic and musician Rodney Carrington jokes and sings about life in his 40s, poking fun at sex, relationships and gaining weight.",3,10,2017,66.0,0.0,8
80161921,Movie,Security,Alain Desrochers,Antonio Banderas,United States,2017-10-03,2017,R,92 min,Action & Adventure,"After taking a job as a mall security guard, a former Marine steps up to protect a young girl who's being hunted by heavily armed mercenaries.",3,10,2017,92.0,0.0,8
81148672,Movie,Arsenio Hall: Smart & Classy,Brian Volk-Weiss,Arsenio Hall,United States,2019-10-29,2019,TV-MA,63 min,Stand-Up Comedy,"In his first stand-up special, Arsenio Hall discusses getting older, the changing times and culture, social issues and even bothersome baby toes.",29,10,2019,63.0,0.0,6
81169914,TV Show,Shine On with Reese,No Director,Reese Witherspoon,United States,2019-10-29,2018,TV-14,1 Season,Docuseries,"In a talk show straight from the heart, actor and producer Reese Witherspoon visits with groundbreaking women to discuss their inspiring journeys.",29,10,2019,0.0,1.0,7
81211714,Movie,The Road to El Camino: Behind the Scenes of El Camino: A Breaking Bad Movie,No Director,No Cast,United States,2019-10-29,2019,TV-14,14 min,Documentaries,"Aaron Paul, Vince Gilligan and other cast members, producers and crew share stories and footage from the making of ""El Camino.""",29,10,2019,14.0,0.0,6
80224362,Movie,Kings,Deniz Gamze Ergüven,Halle Berry,France,2018-10-29,2017,R,87 min,Dramas,A foster mom and her houseful of kids befriend a bitter neighbor after the Rodney King verdict is handed down in 1992 Los Angeles.,29,10,2018,87.0,0.0,8
80092857,Movie,Pup Star,Robert Vince,Makenzie Moss,Canada,2016-10-29,2016,G,92 min,Children & Family Movies,"After a singing pup with big dreams of stardom gets dognapped and escapes with a friend's help, her journey home is a fun, music-filled adventure.",29,10,2016,92.0,0.0,9
80244679,Movie,A 3 Minute Hug,Everardo González,No Cast,Mexico,2019-10-28,2019,TV-PG,28 min,Documentaries,This documentary captures the joy and heartbreak of families separated by the U.S.-Mexico border sharing a short but bittersweet reunion in 2018.,28,10,2019,28.0,0.0,6
81110394,Movie,Little Miss Sumo,Matt Kay,Hiyori Kon,United Kingdom,2019-10-28,2018,TV-G,20 min,Documentaries,"In an ancient sport traditionally reserved for men, 20-year-old female sumo prodigy Hiyori attempts to revolutionize Japan’s national pastime.",28,10,2019,20.0,0.0,7
80067754,Movie,Equals,Drake Doremus,Nicholas Hoult,United States,2018-10-28,2015,PG-13,102 min,Dramas,Two young lovers depart from the norm simply by having romantic feelings for each other in a society where humans have been relieved of all emotions.,28,10,2018,102.0,0.0,10
80189954,Movie,Pup Star: Better 2Gether,Robert Vince,Kaitlyn Maher,Canada,2017-10-28,2017,PG,93 min,Children & Family Movies,Returning Pup Star champ Tiny has her Yorkie paws full after an evil rival replaces her with street dog Scrappy during the national competition.,28,10,2017,93.0,0.0,8
80094648,Movie,I Am the Pretty Thing That Lives in the House,Osgood Perkins,Ruth Wilson,Canada,2016-10-28,2016,TV-14,89 min,Horror Movies,A nervous nurse who scares easily finds herself caring for an ailing horror novelist while living in a house with hidden secrets.,28,10,2016,89.0,0.0,9
80066073,Movie,Into the Inferno,Werner Herzog,Werner Herzog,United Kingdom,2016-10-28,2016,TV-PG,107 min,Documentaries,"With stunning views of eruptions and lava flows, Werner Herzog captures the raw power of volcanoes and their ties to indigenous spiritual practices.",28,10,2016,107.0,0.0,9
80123740,Movie,The African Doctor,Julien Rambaldi,Marc Zinga,France,2016-10-28,2016,TV-PG,94 min,Comedies,"Happily escaping a dictatorship, a Congolese doctor transplants his family to a small French village, where culture shock sets in for everyone.",28,10,2016,94.0,0.0,9
80123741,Movie,They Are Everywhere,Yvan Attal,Yvan Attal,France,2016-10-28,2016,TV-MA,110 min,Comedies,"In counseling sessions with his therapist, preoccupied Yvan shares stories of anti-Semitism and what it's like to live as a Jew in modern France.",28,10,2016,110.0,0.0,9
80094260,TV Show,Trailer Park Boys: Out of the Park: Europe,No Director,Mike Smith,Canada,2016-10-28,2016,TV-MA,1 Season,International TV Shows,"The Trailer Park Boys are thrilled to get a free trip to Europe, until they arrive and learn about their corporate sponsor's unusual requirements.",28,10,2016,0.0,1.0,9
80123742,Movie,West Coast,Benjamin Weill,Devi Couzigou,France,2016-10-28,2016,TV-MA,81 min,Comedies,Four small-town French teens who style themselves after American rappers set out to avenge a classroom insult and end up on a mind-blowing adventure.,28,10,2016,81.0,0.0,9
81197399,TV Show,"Wait, My Youth",No Director,Zhao Yiqin,No Country,2019-10-27,2019,TV-PG,1 Season,International TV Shows,"Six hopeful friends journey into adulthood to create the moments that pull them together, draw them apart and make them fall in love.",27,10,2019,0.0,1.0,6
81000863,Movie,14 Cameras,Scott Hussion,Neville Archambault,United States,2018-10-27,2018,TV-MA,89 min,Horror Movies,"Upping the “13 Cameras” ante, this sequel finds a family renting a vacation house that’s been customized to violate their privacy.",27,10,2018,89.0,0.0,7
70082255,Movie,Dragon Tiger Gate,Wilson Yip,Donnie Yen,Hong Kong,2018-10-27,2006,TV-MA,94 min,Action & Adventure,Dragon and his fellow students at Dragon Tiger Gate martial arts school team up to battle the ferocious villain Shibumi.,27,10,2018,94.0,0.0,19
80197912,TV Show,Beyond Stranger Things,No Director,Jim Rash,United States,2017-10-27,2017,TV-14,1 Season,Stand-Up Comedy & Talk Shows,"Secrets from the ""Stranger Things 2"" universe are revealed as cast and guests discuss the latest episodes with host Jim Rash. Caution: spoilers ahead!",27,10,2017,0.0,1.0,8
80117454,Movie,Joan Didion: The Center Will Not Hold,Griffin Dunne,Joan Didion,United States,2017-10-27,2017,TV-14,98 min,Documentaries,"Literary icon Joan Didion reflects on her remarkable career and personal struggles in this intimate documentary directed by her nephew, Griffin Dunne.",27,10,2017,98.0,0.0,8
80095197,Movie,7 años,Roger Gual,Paco León,Spain,2016-10-27,2016,TV-MA,77 min,Dramas,Loyalties are tested and cruelties revealed when four business partners spend a tense evening debating who will pay for the crime they committed.,27,10,2016,77.0,0.0,9
80045783,Movie,Manson Family Vacation,J. Davis,Jay Duplass,United States,2015-10-27,2015,NR,85 min,Comedies,"The pleasant family life of an L.A. attorney is disrupted by the sudden arrival of his brother, who is obsessed with the Charles Manson murders.",27,10,2015,85.0,0.0,10
81185502,TV Show,A Little Thing Called First Love,No Director,Lai Kuan-lin,China,2019-10-26,2019,TV-G,1 Season,International TV Shows,A shy college student with a knack for drawing develops a crush on a musically gifted classmate and embarks on a journey of self-discovery.,26,10,2019,0.0,1.0,6
81123469,Movie,The Last Whistle,Rob Smat,Brad Leland,United States,2019-10-26,2019,PG,88 min,Dramas,"After a star player dies during football practice, his coach’s career and reputation are on the line as he refuses to quit his win-at-all-costs style.",26,10,2019,88.0,0.0,6
80211622,Movie,Been So Long,Tinge Krishnan,Michaela Coel,No Country,2018-10-26,2018,TV-MA,100 min,Dramas,A single mother in London's Camden Town hears music when she meets a handsome stranger with a past. But she's not sure she's ready to open her heart.,26,10,2018,100.0,0.0,7
80990221,Movie,Dovlatov,Aleksey German,Milan Maric,Russia,2018-10-26,2018,PG-13,126 min,Dramas,"Over six days in 1971, brilliant writer Sergei Dovlatov encounters maddening barriers to publishing his work under the repressive Soviet regime.",26,10,2018,126.0,0.0,7
80202352,Movie,Incoming,Eric Zaragosa,Scott Adkins,Serbia,2018-10-26,2019,TV-MA,89 min,Action & Adventure,"When an imprisoned terrorist cell hijacks a high-security prison in outer space, a CIA agent becomes the one chance of stopping them.",26,10,2018,89.0,0.0,6
80235268,Movie,Jefe,Sergio Barrejón,Luis Callejo,Spain,2018-10-26,2018,TV-MA,90 min,Comedies,"A rude, self-centered businessman seems to be on the brink of losing everything until a night janitor at his office helps him find redemption.",26,10,2018,90.0,0.0,7
80992500,Movie,Santo Cachón,No Director,No Cast,Colombia,2018-10-26,2018,TV-14,87 min,Comedies,A man whose wife is repeatedly cheating on him turns to his friends for support in this wacky comedy.,26,10,2018,87.0,0.0,7
80241061,Movie,Shirkers,Sandi Tan,No Cast,United States,2018-10-26,2018,TV-14,97 min,Documentaries,"In 1992, Sandi Tan and her friends shot a quirky film on the streets of Singapore. Then the footage disappeared, sending her on a hunt for answers.",26,10,2018,97.0,0.0,7
80185048,TV Show,Terrorism Close Calls,No Director,No Cast,United States,2018-10-26,2018,TV-MA,1 Season,Crime TV Shows,Law enforcement officials look back on attempted terrorist attacks that were thwarted in the nick of time.,26,10,2018,0.0,1.0,7
81025088,Movie,W/O Ram,Vijay Yelakanti,Lakshmi Manchu,India,2018-10-26,2018,TV-MA,115 min,Dramas,"Frustrated with the stalled investigation into her husband's murder, a woman searches for the killer on her own, putting herself in grave danger.",26,10,2018,115.0,0.0,7
80173479,Movie,Strange Weather,Katherine Dieckmann,Holly Hunter,United States,2017-10-26,2016,R,91 min,Dramas,"A grieving mother takes a road trip with her friend to confront the man who, she believes, stole her late son's business idea to get rich.",26,10,2017,91.0,0.0,9
80081372,Movie,A Tale of Love and Darkness,Natalie Portman,Natalie Portman,Israel,2019-10-25,2015,PG-13,98 min,Dramas,"Based on the memoirs of author Amos Oz, this poetic drama shares his family's tale of suffering and survival in the early years of independent Israel.",25,10,2019,98.0,0.0,10
81136744,Movie,Assimilate,John Murlowski,Joel Courtney,United States,2019-10-25,2019,TV-14,94 min,Horror Movies,A group of friends making a web series about their hometown realize it isn’t as boring as they thought when their neighbors start behaving strangely.,25,10,2019,94.0,0.0,6
80221210,TV Show,Brotherhood,No Director,Naruna Costa,Brazil,2019-10-25,2019,TV-MA,1 Season,Crime TV Shows,"An honest lawyer reaches a moral crossroads after the cops force her to inform on her incarcerated brother, the leader of a rising criminal faction.",25,10,2019,0.0,1.0,6
81132444,Movie,Consequences ,Ozan Açıktan,Nehir Erdoğan,Turkey,2019-10-25,2014,TV-MA,106 min,Dramas,Secrets bubble to the surface after a sensual encounter and an unforeseen crime entangle two friends and a woman caught between them.,25,10,2019,106.0,0.0,11
80182014,Movie,Dolemite Is My Name,Craig Brewer,Eddie Murphy,United States,2019-10-25,2019,R,118 min,Comedies,"In 1970s LA, struggling comedian Rudy Ray Moore hits it big with his raunchy alter ego, Dolemite, then risks it all to take his act to the big screen.",25,10,2019,118.0,0.0,6
81010786,TV Show,Drug Squad: Costa del Sol,No Director,Hugo Silva,Spain,2019-10-25,2019,TV-MA,1 Season,Crime TV Shows,Four intrepid and impulsive police officers form a special narcotics unit to combat the birth of drug trafficking on Spain's Costa del Sol in the 1970s.,25,10,2019,0.0,1.0,6
81078456,Movie,It Takes a Lunatic,Billy Lyons,No Cast,United States,2019-10-25,2019,TV-MA,127 min,Documentaries,"The extraordinary life of beloved acting teacher and theatre producer Wynn Handman is recalled in this portrait of a provocative, innovative artist.",25,10,2019,127.0,0.0,6
81105406,TV Show,Monzón: A Knockout Blow,No Director,Jorge Román,Argentina,2019-10-25,2018,TV-MA,1 Season,Crime TV Shows,"This dramatization tells the story of Argentine boxing champion Carlos Monzón, as well as the investigation into the death of his wife Alicia Muñiz.",25,10,2019,0.0,1.0,7
81121023,Movie,My Next Guest with David Letterman and Shah Rukh Khan,Michael Steed,Shah Rukh Khan,No Country,2019-10-25,2019,TV-PG,61 min,International Movies,"""King of Bollywood"" Shah Rukh Khan opens up about his rise to fame, his family and his billions of fans as he and Dave meet up in Mumbai and New York.",25,10,2019,61.0,0.0,6
81061828,TV Show,Nailed It! France,No Director,Artus,France,2019-10-25,2019,TV-14,1 Season,International TV Shows,"On this fun and funny competition show, home bakers talented in catastrophe struggle to re-create dessert masterpieces and win a 5,000 euro prize.",25,10,2019,0.0,1.0,6
81062582,TV Show,Nailed It! Spain,No Director,La Terremoto de Alcorcón,Spain,2019-10-25,2019,TV-PG,1 Season,International TV Shows,"On this competition show, novice bakers try to avoid a fiasco while duplicating stunning sweets. At stake are a trophy and 5,000 euros.",25,10,2019,0.0,1.0,6
81017316,TV Show,Prank Encounters,No Director,Gaten Matarazzo,United States,2019-10-25,2019,TV-MA,1 Season,Reality TV,Monstrous frights meet hilarious reveals on this hidden-camera prank show as real people become the stars of their own full-blown horror movie.,25,10,2019,0.0,1.0,6
81018455,Movie,Rattlesnake,Zak Hilditch,Carmen Ejogo,United States,2019-10-25,2019,TV-MA,86 min,Horror Movies,"After a mysterious woman saves her daughter from a deadly snakebite, a single mother must repay the debt by killing a stranger before sundown.",25,10,2019,86.0,0.0,6
81110383,Movie,The Awakening of Motti Wolkenbruch,Michael Steiner,Inge Maux,Switzerland,2019-10-25,2018,TV-MA,94 min,Comedies,"Pressured to marry a nice Orthodox Jewish woman, Motti is thrown for a loop when he falls for classmate Laura, who his mother will never approve of.",25,10,2019,94.0,0.0,7
81200228,TV Show,The Untamed,No Director,Sean Xiao,China,2019-10-25,2019,TV-14,1 Season,International TV Shows,"In a magical world of inter-clan rivalry, two soulmates face treacherous schemes and uncover a dark mystery linked to a tragic event in the past.",25,10,2019,0.0,1.0,6
70218316,TV Show,DreamWorks Spooky Stories,No Director,Antonio Banderas,United States,2018-10-25,2009,TV-PG,1 Season,Kids' TV,"Shrek dares his friends to bring on the scary with ghost stories told in a haunted castle. Later, Ginormica and the Monsters face alien pumpkins.",25,10,2018,0.0,1.0,16
80995073,TV Show,Queens vs. Kings,No Director,Varun Thakur,No Country,2018-10-25,2018,TV-14,1 Season,Stand-Up Comedy & Talk Shows,"No ""ism"" is left unturned in this celebrity game show that battles stereotypes and sexism by pitting male and female comedians against each other.",25,10,2018,0.0,1.0,7
81018183,Movie,Ronnie Coleman: The King,Vlad Yudin,Ronnie Coleman,United States,2018-10-25,2018,TV-14,93 min,Documentaries,"Today, legendary bodybuilder Ronnie Coleman's body bears the scars of becoming the best in the world. Here, he shares what it took to reach his goals.",25,10,2018,93.0,0.0,7
